locationId,providerId,name,registrationStatus,registrationDate,postalAddressLine1,postalAddressTownCity,postalAddressCounty,region,postalCode,mainPhoneNumber,localAuthority,numberOfBeds,currentRatings.overall.rating,currentRatings.overall.reportDate,regulatedActivities,gacServiceTypes
1-557064745,1-199739387,Ash Surgery,Registered,2013-04-01,Chilton Place,Canterbury,,South East,CT3 2HD,01304812227,Kent,0.0,Good,2019-01-08,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Lilian', 'personFamilyName': 'Lambie', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Anthony', 'personFamilyName': 'Smith', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Lilian', 'personFamilyName': 'Lambie', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Anthony', 'personFamilyName': 'Smith', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Lilian', 'personFamilyName': 'Lambie', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Anthony', 'personFamilyName': 'Smith', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Lilian', 'personFamilyName': 'Lambie', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Anthony', 'personFamilyName': 'Smith', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Lilian', 'personFamilyName': 'Lambie', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Anthony', 'personFamilyName': 'Smith', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-557603398,1-199738909,Willesborough Health Centre,Registered,2013-04-01,Bentley Road,Ashford,Kent,South East,TN24 0HZ,01233621626,Kent,0.0,Good,2023-02-06,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Navin Deepak', 'personFamilyName': 'Kumta', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Navin Deepak', 'personFamilyName': 'Kumta', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Navin Deepak', 'personFamilyName': 'Kumta', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Navin Deepak', 'personFamilyName': 'Kumta', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Navin Deepak', 'personFamilyName': 'Kumta', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-5583017606,1-5464854100,Sutton Valence Group Practice,Registered,2018-08-09,South Lane,Maidstone,Kent,South East,ME17 3BD,01634240296,Kent,0.0,Outstanding,2020-10-01,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': []}, {'name': 'Family planning', 'code': 'RA15', 'contacts': []}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-5592869094,1-3595108895,Advance Medical Transport Services Limited,Registered,2018-09-07,Buckmore Park Race Circuit,Chatham,,South East,ME5 9QG,,Kent,0.0,Requires improvement,2023-05-30,"[{'name': 'Transport services, triage and medical advice provided remotely', 'code': 'RA10', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Diane Elizabeth', 'personFamilyName': 'Simmonds', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Ambulances', 'description': 'Ambulance service'}]"
1-559301395,1-199739019,Len Valley Practice,Registered,2013-04-01,Groom Way,Maidstone,Kent,South East,ME17 2QF,01622852900,Kent,0.0,Good,2022-11-18,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Reed', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Reed', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Reed', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Reed', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Reed', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-559655272,1-199738421,Speldhurst and Greggswood Medical Group,Registered,2013-04-01,The Medical Centre,Tunbridge Wells,Kent,South East,TN2 3JL,,Kent,0.0,Good,2017-03-17,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hester Caroline', 'personFamilyName': 'Blaber', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hester Caroline', 'personFamilyName': 'Blaber', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hester Caroline', 'personFamilyName': 'Blaber', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hester Caroline', 'personFamilyName': 'Blaber', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Hester Caroline', 'personFamilyName': 'Blaber', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-5600613464,1-5310155442,Emerson Grange,Registered,2018-08-14,Emerson Park,Swanley,Kent,South East,BR8 7FP,01233224040,Kent,85.0,Good,2022-12-07,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Damilola Abimbola', 'personFamilyName': 'Baiyewu', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Damilola Abimbola', 'personFamilyName': 'Baiyewu', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Nursing homes', 'description': 'Care home service with nursing'}]"
1-560678578,1-199740665,Hadlow Medical Centre,Registered,2013-04-01,Old School,Tonbridge,Kent,South East,TN11 0ET,01732667443,Kent,0.0,Good,2017-05-31,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan Ashley', 'personFamilyName': 'Palin', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan Ashley', 'personFamilyName': 'Palin', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan Ashley', 'personFamilyName': 'Palin', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan Ashley', 'personFamilyName': 'Palin', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-561220757,1-199738859,Bearsted Medical Practice,Registered,2013-04-01,The Surgery,Maidstone,Kent,South East,ME14 4DS,01622737326,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alison', 'personFamilyName': 'Milroy', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alison', 'personFamilyName': 'Milroy', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alison', 'personFamilyName': 'Milroy', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alison', 'personFamilyName': 'Milroy', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-5612614740,1-5353532850,Ashford Personnel and Solutions Limited,Registered,2018-08-29,First Floor (Left),Ashford,,South East,TN23 7TS,01233877400,Kent,0.0,Good,2021-12-01,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Paul Anthony Kinuthia', 'personFamilyName': 'Kanja', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-5614744561,1-191583073,Motorsport Vision - Brands Hatch Circuit,Registered,2018-09-03,Brands Hatch Road,Longfield,,South East,DA3 8NG,01474872331,Kent,0.0,Good,2020-03-04,"[{'name': 'Transport services, triage and medical advice provided remotely', 'code': 'RA10', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Michael John', 'personFamilyName': 'Taylor', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Michael John', 'personFamilyName': 'Taylor', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Ambulances', 'description': 'Ambulance service'}]"
1-5617750075,1-5488264526,Haven247 Healthcare Limited,Registered,2018-09-28,Unit 37 City Arms House,Dartford,,South East,DA2 6BH,07810597041,Kent,0.0,Good,2021-07-30,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Beauty Pazwiri', 'personFamilyName': 'Mupeto', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Beauty Pazwiri', 'personFamilyName': 'Mupeto', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-562582648,1-199740566,Orchard End Surgery,Registered,2013-04-01,Orchard End,Cranbrook,Kent,South East,TN17 3AY,,Kent,0.0,Good,2017-06-09,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Justin', 'personFamilyName': 'Charlesworth', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Justin', 'personFamilyName': 'Charlesworth', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Justin', 'personFamilyName': 'Charlesworth', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Justin', 'personFamilyName': 'Charlesworth', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Justin', 'personFamilyName': 'Charlesworth', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-565604154,1-199738630,Horsmans Place Partnership,Registered,2013-04-01,Horsmans Place Surgery,Dartford,Kent,South East,DA1 2JP,01322299790,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas Bosco', 'personFamilyName': 'Fernandes', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas Bosco', 'personFamilyName': 'Fernandes', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas Bosco', 'personFamilyName': 'Fernandes', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas Bosco', 'personFamilyName': 'Fernandes', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Nicholas Bosco', 'personFamilyName': 'Fernandes', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-565799365,1-199739179,The Cedars Surgery,Registered,2013-04-01,24 Marine Road,Deal,Kent,South East,CT14 7DN,01304373341,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Blease', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Blease', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Blease', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Blease', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Andrew Mark', 'personFamilyName': 'Blease', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-566300147,1-199738879,The Mote Medical Practice,Registered,2013-04-01,St Saviours Surgery,Maidstone,Kent,South East,ME15 9FL,01622756888,Kent,0.0,Good,2022-05-11,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Beavington', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Beavington', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Beavington', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Beavington', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Beavington', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-5675809497,1-101666823,Folkestone Care Centre,Registered,2018-09-21,52-56 Shorncliffe Road,Folkestone,,South East,CT20 2NB,01303765700,Kent,110.0,Good,2022-09-17,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Genevieve Hyacinth', 'personFamilyName': 'Rodrigues', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Genevieve Hyacinth', 'personFamilyName': 'Rodrigues', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Nursing homes', 'description': 'Care home service with nursing'}]"
1-567814437,1-199738570,Faversham Medical Group,Registered,2013-04-01,Newton Road,Faversham,Kent,South East,ME13 8FH,01795530777,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alastair', 'personFamilyName': 'Gould', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alastair', 'personFamilyName': 'Gould', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alastair', 'personFamilyName': 'Gould', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alastair', 'personFamilyName': 'Gould', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Alastair', 'personFamilyName': 'Gould', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-5678985497,1-139035676,Kent SCP (Bowles Lodge),Registered,2018-08-29,Bowles Lodge,Cranbrook,,South East,TN18 4HT,01580755819,Kent,0.0,Good,2019-10-12,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': []}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported housing', 'description': 'Extra Care housing services'}]"
1-567987999,1-199738710,Dr U Ota & Partners,Registered,2013-04-01,55 St Georges Avenue,Isle of Sheppey,Kent,South East,ME12 1QU,01795582880,Kent,0.0,Good,2021-09-10,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Khilan Manaharlal', 'personFamilyName': 'Mistry', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Temitope Oluyomi', 'personFamilyName': 'Ogunnowo', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Khilan Manaharlal', 'personFamilyName': 'Mistry', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Temitope Oluyomi', 'personFamilyName': 'Ogunnowo', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-568372924,1-199738730,Warders Medical Centre,Registered,2013-04-01,East Street,Tonbridge,Kent,South East,TN9 1LA,01732770088,Kent,0.0,Good,2020-10-19,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Robert George', 'personFamilyName': 'Bailey', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Claxton', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Robert George', 'personFamilyName': 'Bailey', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Claxton', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Robert George', 'personFamilyName': 'Bailey', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Claxton', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Robert George', 'personFamilyName': 'Bailey', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Claxton', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Robert George', 'personFamilyName': 'Bailey', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Richard', 'personFamilyName': 'Claxton', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-5684305301,1-101671690,Helping Hands Dartford,Registered,2018-08-30,7 Copperfields,Dartford,,South East,DA1 2DE,01322921343,Kent,0.0,Good,2019-09-07,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Adele Oluwatumise', 'personFamilyName': 'Adeyemi', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Adele Oluwatumise', 'personFamilyName': 'Adeyemi', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-568456741,1-199738979,Brewer Street Surgery,Registered,2013-04-01,4 Brewer Street,Maidstone,Kent,South East,ME14 1RU,01622755401,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Mitchell', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Mitchell', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Mitchell', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Mitchell', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Christopher', 'personFamilyName': 'Mitchell', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-568466493,1-199740368,Buckland Medical Practice,Registered,2013-04-01,"Buckland Medical Centre,",Dover,Kent,South East,CT16 2AE,01304206353,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Tej', 'personFamilyName': 'Bahadur', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Tej', 'personFamilyName': 'Bahadur', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Tej', 'personFamilyName': 'Bahadur', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Tej', 'personFamilyName': 'Bahadur', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Tej', 'personFamilyName': 'Bahadur', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-569163312,1-199738899,Westgate Surgery,Registered,2013-04-01,60 Westgate Bay Avenue,Westgate-on-Sea,Kent,South East,CT8 8SN,01843831335,Kent,0.0,Good,2017-03-31,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'David', 'personFamilyName': 'Meakin', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Bhaskhar', 'personFamilyName': 'Vishwanathan', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'David', 'personFamilyName': 'Meakin', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Bhaskhar', 'personFamilyName': 'Vishwanathan', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'David', 'personFamilyName': 'Meakin', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Bhaskhar', 'personFamilyName': 'Vishwanathan', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'David', 'personFamilyName': 'Meakin', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Bhaskhar', 'personFamilyName': 'Vishwanathan', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'David', 'personFamilyName': 'Meakin', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Bhaskhar', 'personFamilyName': 'Vishwanathan', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-569221102,1-199738401,The Grange Practice,Registered,2013-04-01,The Montefiore Medical Centre,Ramsgate,Kent,South East,CT11 8AD,01843572740,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Markus Erich Martin', 'personFamilyName': 'Maiden-Tilsen', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Markus Erich Martin', 'personFamilyName': 'Maiden-Tilsen', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Markus Erich Martin', 'personFamilyName': 'Maiden-Tilsen', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Markus Erich Martin', 'personFamilyName': 'Maiden-Tilsen', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Markus Erich Martin', 'personFamilyName': 'Maiden-Tilsen', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
